Fish #,day,mo,Date,    Species,location,Exposure,Relation to Farm,water temp,length cm,weight g,L/W.Ratio,W/L.Ratio,K(cond.Fac),lice/g,lice/g.trans,Farm.NoFarm,Lice.Y.N,Total lice,Tot.Lice.Trans,Intensity.Trans,<.>.1.6.per.g,Ch/ I-II-Lep,Ch/III-IV-Lep,unid subadult,CI-IV Caligus,preadult 1 Lep-male,preadult 1 Lep-female,preadult 2 Lep-male,preadult 2 Lep-female,unid adult,adult male-Lep,virgin-Lep,adult female non-gravid-Lep,gravid female-Lep ,adult male-Caligus,adult female-Caligus,gravid Caligus,   other comments,site of lice attachment,
849,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,7,0.903089986991943,0.903089986991943,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 black lesion,head and body,
850,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,7,0.903089986991943,0.903089986991943,NA,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
851,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,7,0.903089986991943,0.903089986991943,NA,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
852,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,6.0,NA,NA,NA,NA,NA,NA,Farm,Y,7,0.903089986991943,0.903089986991943,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
853,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,6.2,NA,NA,NA,NA,NA,NA,Farm,Y,7,0.903089986991943,0.903089986991943,NA,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,black lesions and pinched areas,
854,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,5.3,NA,NA,NA,NA,NA,NA,Farm,Y,8,0.954242509439325,0.954242509439325,NA,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
855,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,8,0.954242509439325,0.954242509439325,NA,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
856,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,6.5,NA,NA,NA,NA,NA,NA,Farm,Y,8,0.954242509439325,0.954242509439325,NA,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,head and throat,
857,29,7,22/06/2001,pink,West Midsummer,3,seaward of farms,,5.1,NA,NA,NA,NA,NA,NA,Farm,Y,9,1,1,NA,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,head and body,
858,29,7,13/06/2001,pink,Wicklow Point,3,near farm,,5.2,NA,NA,NA,NA,NA,NA,Farm,Y,9,1,1,NA,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
859,29,7,13/06/2001,pink,Wicklow Point,3,near farm,,5.2,NA,NA,NA,NA,NA,NA,Farm,Y,9,1,1,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
860,29,7,13/06/2001,pink,Wicklow Point,3,near farm,,5.3,NA,NA,NA,NA,NA,NA,Farm,Y,9,1,1,NA,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,covered in black lesions,
861,29,7,13/06/2001,pink,Wicklow Point,3,near farm,,5.0,NA,NA,NA,NA,NA,NA,Farm,Y,10,1.04139268515823,1.04139268515823,NA,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
862,29,7,13/06/2001,pink,Wicklow Point,3,near farm,,5.0,NA,NA,NA,NA,NA,NA,Farm,Y,10,1.04139268515823,1.04139268515823,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
863,15,8,2001-02-07,pink,Wicklow Point,3,near farm,,5.2,NA,NA,NA,NA,NA,NA,Farm,Y,10,1.04139268515823,1.04139268515823,NA,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
864,15,8,13/06/2001,pink,Wicklow Point,3,near farm,,5.3,NA,NA,NA,NA,NA,NA,Farm,Y,10,1.04139268515823,1.04139268515823,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
865,15,8,2001-02-07,pink,Wicklow Point,3,near farm,,5.5,NA,NA,NA,NA,NA,NA,Farm,Y,10,1.04139268515823,1.04139268515823,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
866,15,8,2001-02-07,pink,Wicklow Point,3,near farm,,4.3,NA,NA,NA,NA,NA,NA,Farm,Y,12,1.11394335230684,1.11394335230684,NA,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,"6 on head, 6 on body",
867,15,8,2001-02-07,pink,Wicklow Point,3,near farm,,4.7,NA,NA,NA,NA,NA,NA,Farm,Y,12,1.11394335230684,1.11394335230684,NA,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,clustered on throat,
868,15,8,2001-02-07,pink,Wicklow Point,3,near farm,,5.0,NA,NA,NA,NA,NA,NA,Farm,Y,16,1.23044892137827,1.23044892137827,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,black lesions,,
869,15,8,13/06/2001,pink,Wicklow Point,3,near farm,,5.4,NA,NA,NA,NA,NA,NA,Farm,Y,17,1.25527250510331,1.25527250510331,NA,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
870,16,8,13/06/2001,pink,Wicklow Point,3,near farm,,5.3,NA,NA,NA,NA,NA,NA,Farm,Y,19,1.30102999566398,1.30102999566398,NA,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
871,16,8,13/06/2001,pink,Wicklow Point,3,near farm,,4.7,NA,NA,NA,NA,NA,NA,Farm,Y,21,1.34242268082221,1.34242268082221,NA,15,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,,,
872,16,8,13/06/2001,pink,Wicklow Point,3,near farm,,5.7,NA,NA,NA,NA,NA,NA,Farm,Y,34,1.54406804435028,1.54406804435028,NA,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
