farm,year,month,inventory,lep_av,lep_tot,cal_av,cal_tot
Burdwood,2008,1,569007,0.566666666666667,322437.3,0.116666666666667,66384.15
Burdwood,2008,2,567104,1.33333333333333,756138.666666667,0.316666666666667,179582.933333333
Burdwood,2008,4,564703,0.0666666666666667,37646.8666666667,0.0166666666666667,9411.71666666667
Burdwood,2008,5,563661,0.0166666666666667,9394.35,0,0
Burdwood,2008,6,562336,0,0,0,0
Burdwood,2008,7,561009,0.05,28050.45,0,0
Burdwood,2008,8,558726,0.0666666666666667,37248.4,0,0
Burdwood,2008,9,556772,0.333333333333333,185590.666666667,0.0666666666666667,37118.1333333333
Burdwood,2008,10,484071,0.416666666666667,201696.25,0,0
Burdwood,2008,11,439318,0.6,263590.8,0,0
Burdwood,2009,5,0,0.05,0,0,0
Burdwood,2009,6,670144,0,0,0,0
Burdwood,2009,7,668792,0.0166666666666667,11146.5333333333,0,0
Burdwood,2009,8,667718,0.05,33385.9,0.15,100157.7
Burdwood,2009,9,667137,1.36666666666667,911753.9,0.0666666666666667,44475.8
Burdwood,2009,10,666504,1.58333333333333,1055298,0.366666666666667,244384.8
Burdwood,2009,11,664722,2.03333333333333,1351601.4,0.566666666666667,376675.8
Burdwood,2009,12,662927,1.58333333333333,1049634.41666667,1.13333333333333,751317.266666667
Burdwood,2010,1,661088,0.466666666666667,308507.733333333,0.2,132217.6
Burdwood,2010,2,659522,0.133333333333333,87936.2666666667,0.0166666666666667,10992.0333333333
Burdwood,2010,3,658263,0.133333333333333,87768.4,0.0166666666666667,10971.05
Burdwood,2010,4,657374,0.116666666666667,76693.6333333333,0.183333333333333,120518.566666667
Burdwood,2010,5,655986,0.366666666666667,240528.2,0.383333333333333,251461.3
Burdwood,2010,6,637462,0.9,573715.8,0.633333333333333,403725.933333333
Burdwood,2010,7,430743,0.533333333333333,229729.6,0.15,64611.45
Burdwood,2010,11,497082,0.216666666666667,107701.1,0.0777777777777778,38661.9333333333
Burdwood,2010,12,571597,1.33,760224.01,1.42,811667.74
Burdwood,2011,1,553746,2.01666666666667,1116721.1,0.433333333333333,239956.6
Burdwood,2011,2,603244,0.1,60324.4,0.0166666666666667,10054.0666666667
Burdwood,2011,3,577321,0.2,115464.2,0,0
Burdwood,2011,4,567897,0.133333333333333,75719.6,0,0
Burdwood,2011,5,566419,0.0833333333333333,47201.5833333333,0.305555555555556,173072.472222222
Burdwood,2011,6,546584,0.127272727272727,69565.2363636364,0.204545454545455,111801.272727273
Burdwood,2011,7,542913,0.105555555555556,57307.4833333333,0.0555555555555556,30161.8333333333
Burdwood,2011,8,561638,0.0527777777777778,29642.0055555556,0.0333333333333333,18721.2666666667
Burdwood,2011,9,472032,0.216666666666667,102273.6,0.05,23601.6
Burdwood,2011,10,355496,0.5,177748,0,0
Burdwood,2012,2,626994,1.73125,1085483.3625,0.66875,419302.2375
Burdwood,2012,3,625552,0.353571428571429,221177.314285714,0.0785714285714286,49150.5142857143
Burdwood,2012,4,624578,0.308333333333333,192578.216666667,0.0333333333333333,20819.2666666667
Burdwood,2012,5,623394,0.0857142857142857,53433.7714285714,0.45,280527.3
Burdwood,2012,7,621006,0.333333333333333,207002,0.0166666666666667,10350.1
Burdwood,2012,9,614132,1.65,1013317.8,0.0666666666666667,40942.1333333333
Burdwood,2012,10,612264,0.866666666666667,530628.8,0.133333333333333,81635.2
Burdwood,2012,11,571092,1,571092,0.0333333333333333,19036.4
Burdwood,2012,12,524282,1.70625,894556.1625,0.01875,9830.2875
Burdwood,2013,1,498704,2.36585365853659,1179860.68292683,0.0894308943089431,44599.5447154472
Burdwood,2013,2,350434,1.71666666666667,601578.366666667,0.0833333333333333,29202.8333333333
Burdwood,2013,6,646224,0.25,161556,0.133333333333333,86163.2
Burdwood,2013,7,654282,0.333333333333333,218094,0.0666666666666667,43618.8
Burdwood,2013,8,653329,0.358333333333333,234109.558333333,0.0833333333333333,54444.0833333333
Burdwood,2013,9,652208,2.225,1451162.8,0.2,130441.6
Burdwood,2013,10,651078,5.01666666666667,3266241.3,0.0583333333333333,37979.55
Burdwood,2013,11,650230,5.55,3608776.5,0.2375,154429.625
Burdwood,2013,12,649110,1.175,762704.25,0.0166666666666667,10818.5
Burdwood,2014,1,648069,0.0666666666666667,43204.6,0,0
Burdwood,2014,2,647118,0.025,16177.95,0,0
Burdwood,2014,3,646032,0.0166666666666667,10767.2,0,0
Burdwood,2014,4,644329,0.0333333333333333,21477.6333333333,0.0583333333333333,37585.8583333333
Burdwood,2014,5,643222,0.075,48241.65,0.125,80402.75
Burdwood,2014,6,539485,0.1,53948.5,0.075,40461.375
Burdwood,2014,7,431027,0.07,30171.89,0.05,21551.35
Burdwood,2014,8,289149,0.208333333333333,60239.375,0.0166666666666667,4819.15
Burdwood,2015,2,642105,0.116666666666667,74912.25,0.741666666666667,476227.875
Burdwood,2015,3,643082,0.925,594850.85,0.9875,635043.475
Burdwood,2015,4,641686,4.34285714285714,2786750.62857143,5.48095238095238,3517050.40952381
Burdwood,2015,5,640472,1.3,832613.6,0.283333333333333,181467.066666667
Burdwood,2015,6,638984,0.575,367415.8,0.0916666666666667,58573.5333333333
Burdwood,2015,7,636677,0.216666666666667,137946.683333333,0.0916666666666667,58362.0583333333
Burdwood,2015,8,634126,0.15,95118.9,0,0
Burdwood,2015,9,631756,0.366666666666667,231643.866666667,0,0
Burdwood,2015,10,594334,1.26666666666667,752823.066666667,0.05,29716.7
Burdwood,2015,11,526621,2.54,1337617.34,0.26,136921.46
Burdwood,2015,12,432461,2.06111111111111,891350.172222222,0.155555555555556,67271.7111111111
Burdwood,2016,4,628916,0.891666666666667,560783.433333333,2.5,1572290
Burdwood,2016,5,711108,0.4625,328887.45,3.90833333333333,2779247.1
Burdwood,2016,6,702109,0.490721649484536,344540.086597938,1.63092783505155,1145089.11134021
Burdwood,2016,7,681815,0.445098039215686,303474.519607843,0.558823529411765,381014.264705882
Burdwood,2016,8,668677,0.729896907216495,488065.274226804,0.274226804123711,183369.156701031
Burdwood,2016,9,661538,1.39111111111111,920272.862222222,0.226666666666667,149948.613333333
Burdwood,2016,10,658542,1.11818181818182,736369.690909091,0.148484848484848,97783.5090909091
Burdwood,2016,11,657206,0.816666666666667,536718.233333333,0.0833333333333333,54767.1666666667
Burdwood,2016,12,654368,1.85555555555556,1214216.17777778,0.588888888888889,385350.044444444
Burdwood,2017,1,652032,2.67333333333333,1743098.88,0.886666666666667,578135.04
Burdwood,2017,2,649888,0.944444444444444,613783.111111111,0.211111111111111,137198.577777778
Burdwood,2017,3,648018,0.223809523809524,145032.6,0.0476190476190476,30858
Burdwood,2017,4,646687,0.201680672268908,130424.268907563,0.319327731092437,206505.092436975
Burdwood,2017,5,645128,0.17142857142857101,110593.371428571,0.547619047619048,353284.380952381
Burdwood,2017,6,642639,0.361111111111111,232064.083333333,0.261111111111111,167800.183333333
Burdwood,2017,7,615799,0.383333333333333,236056.283333333,0.366666666666667,225792.966666667
Burdwood,2017,8,564015,0.166666666666667,94002.5,0.00555555555555556,3133.41666666667
Burdwood,2017,9,492901,0.177777777777778,87626.8444444444,0.0277777777777778,13691.6944444444
Burdwood,2017,10,430688,0.694444444444444,299088.888888889,0.15,64603.2
Burdwood,2017,11,361898,0.755555555555556,273434.044444444,0.0555555555555556,20105.4444444444
Burdwood,2017,12,258430,0.811111111111111,209615.444444444,0.0111111111111111,2871.44444444444
Burdwood,2018,4,723738,0.883333333333333,639301.9,0.583333333333333,422180.5
Burdwood,2018,5,720840,0.111111111111111,80093.3333333333,0.177777777777778,128149.333333333
Burdwood,2018,6,717646,0.166666666666667,119607.666666667,0.0888888888888889,63790.7555555556
Burdwood,2018,7,713447,0.227777777777778,162507.372222222,0.127777777777778,91162.6722222222
Burdwood,2018,8,708794,0.172222222222222,122070.077777778,0.0555555555555556,39377.4444444444
Burdwood,2018,9,706839,0.611111111111111,431957.166666667,0.138888888888889,98172.0833333333
Burdwood,2018,10,705460,0.605555555555556,427195.222222222,0.116666666666667,82303.6666666667
Burdwood,2018,11,704016,0.466666666666667,328540.8,0.0444444444444444,31289.6
Burdwood,2018,12,700017,0.761111111111111,532790.716666667,0.361111111111111,252783.916666667
Burdwood,2019,1,696258,0.7,487380.6,1.11666666666667,777488.1
Burdwood,2019,2,692870,0.994444444444444,689020.722222222,1.67222222222222,1158632.61111111
Burdwood,2019,3,689801,1.46666666666667,1011708.13333333,2.00416666666667,1382476.17083333
Burdwood,2019,4,685479,0.6,411287.4,0.241666666666667,165657.425
Burdwood,2019,5,681413,0.21481481481481501,146377.607407407,0.0925925925925926,63093.7962962963
Burdwood,2019,6,644203,0.166666666666667,107367.166666667,0.377777777777778,243365.577777778
Burdwood,2019,7,583767,0.111111111111111,64863,0.0833333333333333,48647.25
Burdwood,2019,8,547901,0.220833333333333,120994.804166667,0.170833333333333,93599.7541666667
Burdwood,2019,9,406842,0.495238095238095,201483.657142857,0.395238095238095,160799.457142857
Burdwood,2019,10,265830,0.511111111111111,135868.666666667,0.127777777777778,33967.1666666667
Burdwood,2019,11,184184,0.711111111111111,130975.288888889,0.0722222222222222,13302.1777777778
Burdwood,2019,12,128257,0.563981042654028,72334.5165876777,0.042654028436019,5470.67772511848
Cecil Island,2003,10,873097,0.0833333333333333,72758.0833333333,0.0166666666666667,14551.6166666667
Cecil Island,2003,11,872107,0.283333333333333,247096.983333333,0.116666666666667,101745.816666667
Cecil Island,2003,12,870946,0.575,500793.95,0.05,43547.3
Cecil Island,2004,1,719929,1.75,1259875.75,0.0166666666666667,11998.8166666667
Cecil Island,2004,2,568171,1.36065573770492,773085.131147541,0.147540983606557,83828.5081967213
Cecil Island,2004,3,566561,2.03333333333333,1152007.36666667,0.216666666666667,122754.883333333
Cecil Island,2004,4,563686,12.975,7313825.85,0.0166666666666667,9394.76666666667
Cecil Island,2004,5,557198,34.7619047619048,19369263.8095238,0.134920634920635,75177.5079365079
Cecil Island,2004,6,494620,25.3174603174603,12522522.2222222,0.674603174603175,333672.222222222
Cecil Island,2004,7,426032,1.79365079365079,764152.634920635,0,0
Cecil Island,2004,8,291739,0.833333333333333,243115.833333333,0.0476190476190476,13892.3333333333
Cecil Island,2005,1,880337,1.3,1144438.1,0.7,616235.9
Cecil Island,2005,2,648027,1.11666666666667,723630.15,0.416666666666667,270011.25
Cecil Island,2005,3,646814,0.783333333333333,506670.966666667,0.616666666666667,398868.633333333
Cecil Island,2005,4,645067,1.25,806333.75,1.81666666666667,1171871.71666667
Cecil Island,2005,5,641559,1.01666666666667,652251.65,0.116666666666667,74848.55
Cecil Island,2005,6,638411,1.21666666666667,776733.383333333,0.233333333333333,148962.566666667
Cecil Island,2005,7,636624,1.2,763948.8,0.0166666666666667,10610.4
Cecil Island,2005,9,632662,1.38333333333333,875182.433333333,0.1,63266.2
Cecil Island,2005,10,627712,2.75,1726208,0,0
Cecil Island,2005,11,622080,3.4,2115072,0.0833333333333333,51840
Cecil Island,2005,12,620107,6.1,3782652.7,0.1,62010.7
Cecil Island,2006,1,618943,8.83333333333333,5467329.83333333,0.616666666666667,381681.516666667
Cecil Island,2006,2,618030,6.61666666666667,4089298.5,0.266666666666667,164808
Cecil Island,2006,3,505048,0.816666666666667,412455.866666667,0,0
Cecil Island,2006,4,332672,0.633333333333333,210692.266666667,0,0
Cecil Island,2006,11,612968,0.15,91945.2,0.0833333333333333,51080.6666666667
Cecil Island,2006,12,610469,0.0666666666666667,40697.9333333333,0.183333333333333,111919.316666667
Cecil Island,2007,1,608749,1.85,1126185.65,0.0333333333333333,20291.6333333333
Cecil Island,2007,2,606970,1.2,728364,0.0166666666666667,10116.1666666667
Cecil Island,2007,3,603136,0.683333333333333,412142.933333333,0,0
Cecil Island,2007,4,590474,0.9,531426.6,0,0
Cecil Island,2007,5,582965,0.466666666666667,272050.333333333,0,0
Cecil Island,2007,6,579647,0.1,57964.7,0,0
Cecil Island,2007,7,577762,0,0,0.0166666666666667,9629.36666666667
Cecil Island,2007,8,575618,0,0,0,0
Cecil Island,2007,9,574496,0,0,0,0
Cecil Island,2007,10,573110,0,0,0,0
Cecil Island,2007,11,571713,0.05,28585.65,0,0
Cecil Island,2007,12,570922,0.05,28546.1,0,0
Cecil Island,2008,1,570028,0.0666666666666667,38001.8666666667,0.4,228011.2
Cecil Island,2008,2,569018,0.366666666666667,208639.933333333,0.116666666666667,66385.4333333333
Cecil Island,2008,3,557954,0.516666666666667,288276.233333333,0.15,83693.1
Cecil Island,2008,4,508648,0.216666666666667,110207.066666667,0,0
Cecil Island,2009,1,233451,0.65,151743.15,0.0666666666666667,15563.4
Cecil Island,2009,2,278640,1.08333333333333,301860,0.233333333333333,65016
Cecil Island,2009,3,277936,0.616666666666667,171393.866666667,0.0333333333333333,9264.53333333333
Cecil Island,2009,4,277303,0.05,13865.15,0,0
Cecil Island,2009,5,276778,0,0,0,0
Cecil Island,2009,6,276316,0.0166666666666667,4605.26666666667,0.0166666666666667,4605.26666666667
Cecil Island,2009,7,165426,0,0,0,0
Cecil Island,2010,1,587104,0.133333333333333,78280.5333333333,0.2,117420.8
Cecil Island,2010,2,703377,0.05,35168.85,0.075,52753.275
Cecil Island,2010,3,701397,0.0166666666666667,11689.95,0.0666666666666667,46759.8
Cecil Island,2010,4,699135,0,0,0,0
Cecil Island,2010,5,694901,0.05,34745.05,0.116666666666667,81071.7833333333
Cecil Island,2010,6,691621,0,0,0.0166666666666667,11527.0166666667
Cecil Island,2010,7,690176,0,0,0.0166666666666667,11502.9333333333
Cecil Island,2010,8,688196,0,0,0,0
Cecil Island,2010,9,685686,0.0166666666666667,11428.1,0,0
Cecil Island,2010,10,682028,0.05,34101.4,0.0333333333333333,22734.2666666667
Cecil Island,2011,5,32704,0.291666666666667,9538.66666666667,0.116666666666667,3815.46666666667
Cecil Island,2011,6,32529,0.53,17240.37,0.04,1301.16
Cecil Island,2011,7,29428,0.25625,7540.925,0,0
Cecil Island,2011,8,27266,0.1875,5112.375,0.0125,340.825
Cecil Island,2011,9,25195,0.2,5039,0,0
Cecil Island,2011,10,25084,0.025,627.1,0.1,2508.4
Cecil Island,2011,11,25532,0.2,5106.4,0,0
Cecil Island,2011,12,23272,0.583333333333333,13575.3333333333,0.116666666666667,2715.06666666667
Cecil Island,2012,1,17927,1.16666666666667,20914.8333333333,0.25,4481.75
Cecil Island,2012,2,83783,1.38333333333333,115899.816666667,0.25,20945.75
Cecil Island,2012,3,86288,0.0166666666666667,1438.13333333333,0,0
Cecil Island,2012,4,78269,1.47857142857143,115726.307142857,0,0
Cecil Island,2012,5,82107,1.33333333333333,109476,0.0333333333333333,2736.9
Cecil Island,2012,6,77260,0.4625,35732.75,0.0125,965.75
Cecil Island,2012,7,81036,0.478571428571429,38781.5142857143,0,0
Cecil Island,2012,8,69538,0,0,0.025,1738.45
Cecil Island,2012,9,71362,0.2625,18732.525,0,0
Cecil Island,2012,10,67568,0.0833333333333333,5630.66666666667,0,0
Cecil Island,2012,11,66310,0.216666666666667,14367.1666666667,0,0
Cecil Island,2012,12,65721,0.525,34503.525,0,0
Cecil Island,2013,1,65320,0.942857142857143,61587.4285714286,0,0
Cecil Island,2013,2,56333,0.891666666666667,50230.2583333333,0,0
Cecil Island,2013,3,67642,0.515267175572519,34853.7022900763,0.259541984732824,17555.9389312977
Cecil Island,2013,4,50788,2.8,142206.4,0,0
Cecil Island,2013,5,72988,4.38611111111111,320133.477777778,0.0222222222222222,1621.95555555556
Cecil Island,2013,6,17318,0.516666666666667,8947.63333333334,0,0
Cecil Island,2013,7,28516,0.1375,3920.95,0,0
Cecil Island,2013,8,24664,0.0875,2158.1,0,0
Cecil Island,2013,9,25798,0.425,10964.15,0,0
Cecil Island,2013,10,25606,0.725,18564.35,0.075,1920.45
Cecil Island,2013,11,25511,0.29,7398.19,0.04,1020.44
Cecil Island,2013,12,21576,0.9,19418.4,1.85,39915.6
Cecil Island,2014,1,23472,1.83333333333333,43032,2.6,61027.2
Cecil Island,2014,2,61461,1.53333333333333,94240.2,0.183333333333333,11267.85
Cecil Island,2014,3,83700,0.1,8370,0,0
Cecil Island,2014,4,84339,1.14166666666667,96287.025,0.283333333333333,23896.05
Cecil Island,2014,5,84137,1.2875,108326.3875,0.575,48378.775
Cecil Island,2014,6,82492,0.233333333333333,19248.1333333333,0.0666666666666667,5499.46666666667
Cecil Island,2014,7,82095,0.2125,17445.1875,0.0375,3078.5625
Cecil Island,2014,8,77284,0.333333333333333,25761.3333333333,0.133333333333333,10304.5333333333
Cecil Island,2014,9,71216,3.05,217208.8,0.1,7121.6
Cecil Island,2014,10,73559,1.075,79075.925,0.1,7355.9
Cecil Island,2014,11,74590,2.04,152163.6,0.06,4475.4
Cecil Island,2014,12,71441,2.4,171458.4,0.55,39292.55
Cecil Island,2015,1,70298,4.325,304038.85,0.9,63268.2
Cecil Island,2015,2,54885,3.6,197586,0.216666666666667,11891.75
Cecil Island,2015,3,71473,6.6375,474402.0375,0.25,17868.25
Cecil Island,2015,4,49530,0.5,24765,0.05,2476.5
Cecil Island,2015,5,61358,0.1,6135.8,0,0
Cecil Island,2015,7,60200,0.116666666666667,7023.33333333333,0,0
Cecil Island,2015,10,21976,0.19,4175.44,0.04,879.04
Cecil Island,2015,11,20640,0,0,0,0
Cecil Island,2015,12,19647,0.75,14735.25,0.3875,7613.2125
Cecil Island,2016,1,21385,0.9,19246.5,0.29375,6281.84375
Cecil Island,2016,2,43279,1.15,49770.85,2.9625,128214.0375
Cecil Island,2016,3,42850,0.966666666666667,41421.6666666667,1.83333333333333,78558.3333333333
Cecil Island,2017,5,725087,0.0166666666666667,12084.7833333333,0.358333333333333,259822.841666667
Cecil Island,2017,6,723870,0.0111111111111111,8043,0,0
Cecil Island,2019,5,586475,0.0571428571428571,33512.8571428571,0.585714285714286,343506.785714286
Cecil Island,2019,6,584560,0,0,0,0
Cliff Bay,2003,12,633684,0.65,411894.6,0.266666666666667,168982.4
Cliff Bay,2004,1,625769,0.166666666666667,104294.833333333,0.116666666666667,73006.3833333333
Cliff Bay,2004,2,621205,1.05,652265.25,0.05,31060.25
Cliff Bay,2004,3,617949,0.941666666666667,581901.975,0.208333333333333,128739.375
Cliff Bay,2004,4,615871,1.96666666666667,1211212.96666667,0.575,354125.825
Cliff Bay,2004,5,613879,3.81666666666667,2342971.51666667,0.433333333333333,266014.233333333
Cliff Bay,2004,6,612851,4.09166666666667,2507582.00833333,0.108333333333333,66392.1916666667
Cliff Bay,2004,7,612134,4.8,2938243.2,0.233333333333333,142831.266666667
Cliff Bay,2005,1,758127,0.866666666666667,657043.4,1.65,1250909.55
Cliff Bay,2005,2,753605,2.86666666666667,2160334.33333333,1.7,1281128.5
Cliff Bay,2005,3,751234,2.15,1615153.1,1.18333333333333,888960.233333333
Cliff Bay,2005,4,745665,2.85833333333333,2131359.125,1.59166666666667,1186850.125
Cliff Bay,2005,5,735560,2.175,1599843,0.558333333333333,410687.666666667
Cliff Bay,2005,6,728248,0.266666666666667,194199.466666667,0.0666666666666667,48549.8666666667
Cliff Bay,2005,12,707956,0.075,53096.7,0,0
Cliff Bay,2006,1,739896,0.716666666666667,530258.8,1.5,1109844
Cliff Bay,2006,2,735750,1.96666666666667,1446975,0.166666666666667,122625
Cliff Bay,2006,3,732879,2.73333333333333,2003202.6,0.683333333333333,500800.65
Cliff Bay,2006,4,729521,2.2,1604946.2,0.733333333333333,534982.066666667
Cliff Bay,2006,5,726773,1.03333333333333,750998.766666667,0,0
Cliff Bay,2007,6,1210143,0,0,0.133333333333333,161352.4
Cliff Bay,2007,7,611139,0,0,0,0
Cliff Bay,2007,8,606891,0,0,0,0
Cliff Bay,2007,9,603902,0.05,30195.1,0,0
Cliff Bay,2007,10,603640,0,0,0.0166666666666667,10060.6666666667
Cliff Bay,2008,1,403791,0,0,0,0
Cliff Bay,2008,3,602435,0.075,45182.625,0.05,30121.75
Cliff Bay,2008,4,592162,0.333333333333333,197387.333333333,0.433333333333333,256603.533333333
Cliff Bay,2008,11,368827,0.166666666666667,61471.1666666667,0.183333333333333,67618.2833333333
Cliff Bay,2008,12,762494,0.05,38124.7,1.25,953117.5
Cliff Bay,2009,1,749543,0.116666666666667,87446.6833333333,0.483333333333333,362279.116666667
Cliff Bay,2009,2,727702,0.233333333333333,169797.133333333,0.4,291080.8
Cliff Bay,2009,3,714079,0.15,107111.85,0,0
Cliff Bay,2009,4,695254,0.0333333333333333,23175.1333333333,0.0666666666666667,46350.2666666667
Cliff Bay,2009,11,325746,0,0,0.06,19544.76
Cliff Bay,2009,12,323537,0.716666666666667,231868.183333333,0.0166666666666667,5392.28333333333
Cliff Bay,2010,1,319639,0.0444444444444444,14206.1777777778,0.0333333333333333,10654.6333333333
Cliff Bay,2010,2,311212,0.00714285714285714,2222.94285714286,0.0107142857142857,3334.41428571429
Cliff Bay,2010,3,298928,0.085,25408.88,0.065,19430.32
Cliff Bay,2010,4,297017,0.15,44552.55,0.41875,124375.86875
Cliff Bay,2010,5,295668,0.15,44350.2,0.15,44350.2
Cliff Bay,2013,4,723456,0.0833333333333333,60288,0.108333333333333,78374.4
Cliff Bay,2015,3,560622,0.216666666666667,121468.1,0.0166666666666667,9343.7
Cliff Bay,2015,4,556940,0.491666666666667,273828.833333333,0.75,417705
Cliff Bay,2015,5,554443,0.7,388110.1,1.475,817803.425
Cypress Harbour,2003,11,7688,0,0,0,0
Cypress Harbour,2003,12,6848,1,6848,0,0
Cypress Harbour,2004,1,5309,0.975,5176.275,0,0
Cypress Harbour,2004,2,4551,5.425,24689.175,3.75,17066.25
Cypress Harbour,2004,3,9808,4.59166666666667,45035.0666666667,3.14166666666667,30813.4666666667
Cypress Harbour,2004,4,20927,1.25833333333333,26333.1416666667,0,0
Cypress Harbour,2004,5,20749,0.55,11411.95,0.025,518.725
Cypress Harbour,2004,6,19211,1.06666666666667,20491.7333333333,0.158333333333333,3041.74166666667
Cypress Harbour,2004,7,18784,1.48780487804878,27946.9268292683,0,0
Cypress Harbour,2004,8,18349,2.6031746031746,47765.6507936508,0.119047619047619,2184.40476190476
Cypress Harbour,2004,9,18022,3.38095238095238,60931.5238095238,0,0
Cypress Harbour,2004,10,17378,1.21428571428571,21101.8571428571,0,0
Cypress Harbour,2004,11,15356,0.25,3839,0.05,767.8
Cypress Harbour,2004,12,11864,0.333333333333333,3954.66666666667,0,0
Cypress Harbour,2005,1,10324,0.3,3097.2,0,0
Cypress Harbour,2005,2,35984,0.35,12594.4,0,0
Cypress Harbour,2005,3,35324,0.2375,8389.45,0,0
Cypress Harbour,2005,4,34539,0.25,8634.75,0,0
Cypress Harbour,2005,5,34405,0.75,25803.75,0,0
Cypress Harbour,2005,6,34185,2.925,99991.125,0.075,2563.875
Cypress Harbour,2005,7,26114,1.225,31989.65,0,0
Cypress Harbour,2005,8,25688,0.275,7064.2,0,0
Cypress Harbour,2005,9,25385,1.8,45693,0,0
Cypress Harbour,2005,11,23925,2.625,62803.125,0,0
Cypress Harbour,2005,12,22245,2.475,55056.375,0,0
Cypress Harbour,2006,1,30183,1.55,46783.65,0,0
Cypress Harbour,2006,2,41425,2.45,101491.25,0.125,5178.125
Cypress Harbour,2006,3,39748,1.425,56640.9,0.1,3974.8
Cypress Harbour,2006,4,0,6.225,0,0.15,0
Cypress Harbour,2006,5,15027,1.075,16154.025,0,0
Cypress Harbour,2006,6,14941,0.675,10085.175,0,0
Cypress Harbour,2006,7,14929,0,0,0,0
Cypress Harbour,2006,8,14397,0.025,359.925,0.05,719.85
Cypress Harbour,2006,9,14367,0.5,7183.5,0.125,1795.875
Cypress Harbour,2006,11,14313,1.125,16102.125,0,0
Cypress Harbour,2006,12,14299,1.475,21091.025,0,0
Cypress Harbour,2007,1,14283,2.1,29994.3,0,0
Cypress Harbour,2007,2,0,1.4,0,0,0
Cypress Harbour,2007,3,14855,4.475,66476.125,0.225,3342.375
Cypress Harbour,2007,4,14819,0.75,11114.25,0,0
Cypress Harbour,2007,5,14818,2.85,42231.3,0,0
Cypress Harbour,2007,6,14800,0.1,1480,0,0
Cypress Harbour,2007,7,14757,0,0,0,0
Cypress Harbour,2007,8,14615,0,0,0,0
Cypress Harbour,2007,9,14546,0.0333333333333333,484.866666666667,0,0
Cypress Harbour,2007,10,14507,0.0666666666666667,967.133333333333,0,0
Cypress Harbour,2007,12,14438,0.2,2887.6,0.05,721.9
Cypress Harbour,2008,1,14362,0.35,5026.7,0,0
Cypress Harbour,2008,2,0,0.325,0,0.15,0
Cypress Harbour,2008,3,8819,0,0,0,0
Cypress Harbour,2008,4,8805,0.383333333333333,3375.25,0,0
Cypress Harbour,2008,5,6078,1,6078,0,0
Cypress Harbour,2008,6,15070,0.2,3014,0,0
Cypress Harbour,2008,7,14074,0.35,4925.9,0,0
Cypress Harbour,2008,8,13494,0.3,4048.2,0,0
Cypress Harbour,2008,9,13387,0.4,5354.8,0,0
Cypress Harbour,2008,10,13364,0.166666666666667,2227.33333333333,0,0
Cypress Harbour,2008,11,13339,0.175,2334.325,0,0
Cypress Harbour,2008,12,13320,0.375,4995,0,0
Cypress Harbour,2009,1,13304,0.2,2660.8,0,0
Cypress Harbour,2009,2,13255,0.75,9941.25,0.1,1325.5
Cypress Harbour,2009,3,0,2.225,0,0,0
Cypress Harbour,2009,4,16690,0.525,8762.25,0.025,417.25
Cypress Harbour,2009,5,16658,0.8,13326.4,0.025,416.45
Cypress Harbour,2009,6,16623,0,0,0,0
Cypress Harbour,2009,7,16612,0.025,415.3,0,0
Cypress Harbour,2009,8,16597,0.025,414.925,0,0
Cypress Harbour,2009,9,16581,0,0,0,0
Cypress Harbour,2009,10,16565,0.125,2070.625,0,0
Cypress Harbour,2009,11,16555,0.075,1241.625,0,0
Cypress Harbour,2009,12,25094,0.233333333333333,5855.26666666667,0.075,1882.05
Cypress Harbour,2010,1,24356,0.46,11203.76,0.06,1461.36
Cypress Harbour,2010,2,18009,1.1,19809.9,0.0625,1125.5625
Cypress Harbour,2010,3,34051,0.04,1362.04,0,0
Cypress Harbour,2010,4,35795,0.01,357.95,0.06,2147.7
Cypress Harbour,2010,5,33260,0.0333333333333333,1108.66666666667,0.00833333333333333,277.166666666667
Cypress Harbour,2010,6,32906,0,0,0,0
Cypress Harbour,2010,7,33240,0.0166666666666667,554,0,0
Cypress Harbour,2010,8,27938,0.05,1396.9,0,0
Cypress Harbour,2010,9,25171,0.08,2013.68,0,0
Cypress Harbour,2010,10,26127,0.0416666666666667,1088.625,0,0
Cypress Harbour,2010,11,22244,0.05,1112.2,0,0
