#,Farm # on  Map,Date,Month,Year,age (d in SW),Year class,SW entry date,# fish,Chalimus/ fish,Motile L.s./ fish,Female L.s./ fish,Fe L.s. 3-month series,L. salmonis estimate type,Caligus/ fish,Treatment,T (°C),Salinity (ppt),Comments,# Motiles (L.salmonis),# Female L.salmonis,# Caligus spp.,0.4*(# Caligus/ farm)
1507,18,Jul-00,Jul,2000,488,2,Mar-99,"340,773",,,,,,,,,,,,,,
1508,18,Aug-00,Aug,2000,519,2,Mar-99,"338,447",,,,,,,,,,,,,,
1509,18,Sep-00,Sep,2000,550,2,Mar-99,"338,193",,,,,,,,,,,,,,
1510,18,Oct-00,Oct,2000,580,2,Mar-99,"337,862",,,,,,,,,,,,,,
1511,18,Nov-00,Nov,2000,611,2,Mar-99,"337,521",,,,,,,,,,,,,,
1512,18,Dec-00,Dec,2000,641,2,Mar-99,"337,239",,,,,,,,,,,,,,
1513,18,Jan-01,Jan,2001,672,2,Mar-99,"336,967",,,,,,,,,,,,,,
1514,18,Feb-01,Feb,2001,703,2,Mar-99,"336,680",,,,,,,,,,,,,,
1515,18,Mar-01,Mar,2001,731,3,Mar-99,"309,615",,,,,,,,,,begin harvesting,,,,
1516,18,Apr-01,Apr,2001,762,3,Mar-99,"214,997",,,,,,,,,,,,,,
1517,18,May-01,May,2001,792,3,Mar-99,"125,865",,,,,,,,,,,,,,
1518,18,Jun-01,Jun,2001,823,3,Mar-99,"64,304",,,,,,,,8.6,,,,,,
1519,18,Jul-01,Jul,2001,,,,,,,,,,,,,,,,,,
1520,18,Aug-01,Aug,2001,,,,,,,,,,,,,,,,,,
1521,18,Sep-01,Sep,2001,,,,,,,,,,,,,,,,,,
1522,18,Oct-01,Oct,2001,214,1,Mar-01,"418,997",,4.69,0.8,,t,0,,8.8,,115K moved from farm #15 (counts made while still at farm #15) and 303K from farm #25,"1,965,096","335,198",0,0
1523,18,Nov-01,Nov,2001,245,1,Mar-01,"416,894",5.7,3.63,1.2,,,0,,8.4,,,"1,513,325","500,273",0,0
1524,18,Dec-01,Dec,2001,275,1,Mar-01,"416,320",,4.57,0.95,,1,0.25,,7.7,,,"1,900,501","395,504","104,080","41,632"
1525,18,Jan-02,Jan,2002,306,1,Mar-01,"415,781",7,5.5,0.7,,,0.5,,7.3,,,"2,286,796","291,047","207,891","83,156"
1526,18,Feb-02,Feb,2002,337,1,Mar-01,"415,355",,7.53,2.10,,1,2.50,,7.1,,,"3,127,623","872,246","1,038,388","415,355"
1527,18,Mar-02,Mar,2002,365,2,Mar-01,"414,466",19.9,9.56,3.5,,,4.5,,7.4,,,"3,962,295","1,450,631","1,865,097","746,039"
1528,18,Apr-02,Apr,2002,396,2,Mar-01,"414,064",21.23,10.15,3.33,2,,0,1,7.5,,,"4,202,750","1,378,833",0,0
1529,18,May-02,May,2002,426,2,Mar-01,"412,065",5,1.9,0.6,0,,0,,8.2,,,"782,924","247,239",0,0
1530,18,Jun-02,Jun,2002,457,2,Mar-01,"400,584",0,0.1,0.03,,,0,,,,,"40,058","12,018",0,0
1531,18,Jul-02,Jul,2002,487,2,Mar-01,"400,248",,,,,,,,8.7,,,,,,
1532,18,Aug-02,Aug,2002,518,2,Mar-01,"389,153",,,,,,,,9.7,,,,,,
1533,18,Sep-02,Sep,2002,549,2,Mar-01,"388,000",,,,,,,,,,,,,,
1534,18,Oct-02,Oct,2002,579,2,Mar-01,"387,195",,,,,,,,,,,,,,
1535,18,Nov-02,Nov,2002,610,2,Mar-01,"327,990",,,,,,,,8,,harvest started,,,,
1536,18,Dec-02,Dec,2002,640,2,Mar-01,"327,325",,,,,,,,7.8,,,,,,
1537,18,Jan-03,Jan,2003,457,2,Oct-01,"306,628",,,4.60,,h,0.30,,,,harvesting,,"1,410,489","91,988","36,795"
1538,18,Feb-03,Feb,2003,488,2,Oct-01,"256,913",38.10,13.60,5.80,,,0.40,,7.4,32,harvesting,"3,494,017","1,490,095","102,765","41,106"
1539,18,Mar-03,Mar,2003,516,2,Oct-01,"230,163",15.70,22.85,7.95,1,,9.85,,7.2,31,harvesting,"5,259,225","1,829,796","2,267,106","906,842"
1540,18,Apr-03,Apr,2003,547,2,Oct-01,"84,468",1.95,18.15,7.65,,,13.50,,7.5,30,harvesting,"1,533,094","646,180","1,140,318","456,127"
1541,18,May-03,May,2003,,,,,,,,,,,,,,,,,,
1542,18,Jun-03,Jun,2003,,,,,,,,,,,,,,,,,,
1543,18,Jul-03,Jul,2003,,,,,,,,,,,,,,,,,,
1544,18,Aug-03,Aug,2003,,,,,,,,,,,,,,,,,,
1545,18,Sep-03,Sep,2003,,,,,,,,,,,,,,,,,,
1546,18,Oct-03,Oct,2003,,,,,,,,,,,,,,,,,,
1547,18,Nov-03,Nov,2003,,,,,,,,,,,,,,,,,,
1548,18,Dec-03,Dec,2003,303,1,Feb-03,"420,226",1.33,3.33,0.87,,,1.43,,7.5,31,transferred from farm #25,"1,399,353","365,597","600,923","240,369"
1549,18,Jan-04,Jan,2004,334,1,Feb-03,"420,226",0.73,4.00,1.27,2,,10.63,1,6.8,33,,"1,680,904","533,687","4,467,002","1,786,801"
1550,18,Feb-04,Feb,2004,365,2,Feb-03,"420,000",0.40,2.50,0.80,0,,3.10,,7.4,31,,"1,050,000","336,000","1,302,000","520,800"
1551,18,Mar-04,Mar,2004,394,2,Feb-03,"419,858",0.00,0.40,0.20,0,,0.00,,7.7,32,,"167,943","83,972",0,0
1552,18,Apr-04,Apr,2004,425,2,Feb-03,"419,660",0.10,0.10,0.02,2,,0.13,,8,32,,"41,966","8,393","54,556","21,822"
1553,18,May-04,May,2004,455,2,Feb-03,"419,407",0.53,0.63,0.13,0,,1.93,,8.8,32,,"264,226","54,523","809,456","323,782"
1554,18,Jun-04,Jun,2004,486,2,Feb-03,"417,859",1.40,3.35,1.00,0,,2.45,,9.75,32,,"1,399,828","417,859","1,023,755","409,502"
1555,18,Jul-04,Jul,2004,516,2,Feb-03,"417,006",0.50,5.00,2.10,0,,0.20,,9.5,32,,"2,085,030","875,713","83,401","33,360"
1556,18,Aug-04,Aug,2004,547,2,Feb-03,"415,340",0.03,5.80,3.83,0,,0.03,,9.7,30.5,,"2,408,972","1,590,752","12,460","4,984"
1557,18,Sep-04,Sep,2004,578,2,Feb-03,"414,000",0.10,6.70,4.30,,,0.30,,9.7,31.8,,"2,773,800","1,780,200","124,200","49,680"
1558,18,Oct-04,Oct,2004,608,2,Feb-03,"413,000",,12.89,6.20,,1,0.92,,9.0,31.90,,"5,321,505","2,560,600","377,895","151,158"
1559,18,Nov-04,Nov,2004,639,2,Feb-03,"412,000",10.70,19.07,8.10,,,1.53,,8.3,32,,"7,856,840","3,337,200","630,360","252,144"
1560,18,Dec-04,Dec,2004,669,2,Feb-03,"411,000",3.21,17.73,8.88,0,,6.13,,8,32,,"7,287,030","3,649,680","2,519,430","1,007,772"
1561,18,Jan-05,Jan,2005,700,2,Feb-03,"409,675",4.31,21.28,9.45,2,,5.83,1,7,32,,"8,717,884","3,871,429","2,388,405","955,362"
1562,18,Feb-05,Feb,2005,731,2,Feb-03,"291,000",0.08,1.91,1.16,,,0.00,,7,32,harvesting,"555,810","337,560",0,0
1563,18,Mar-05,Mar,2005,759,2,Feb-03,"150,000",,,0.50,,h,0.00,,,,harvesting,,"75,000",0,0
1564,18,Apr-05,Apr,2005,790,2,Feb-03,"68,102",,,0.30,,h,0.05,,,,harvesting,,"20,431","3,405","1,362"
1565,18,May-05,May,2005,820,2,Feb-03,"42,346",,,0.20,,h,0.10,,,,harvesting,,"8,469","4,235","1,694"
1566,18,Jun-05,Jun,2005,,,,,,,,,,,,,,,,,,
1567,18,Jul-05,Jul,2005,,,,,,,,,,,,,,,,,,
1568,18,Aug-05,Aug,2005,,,,,,,,,,,,,,,,,,
1569,18,Sep-05,Sep,2005,,,,,,,,,,,,,,,,,,
1570,18,Oct-05,Oct,2005,,,,,,,,,,,,,,,,,,
1571,18,Nov-05,Nov,2005,,,,,,,,,,,,,,,,,,
1572,18,Dec-05,Dec,2005,,,,,,,,,,,,,,,,,,
1573,18,Jan-06,Jan,2006,,,,,,,,,,,,,,,,,,
1574,18,Feb-06,Feb,2006,,,,,,,,,,,,,,,,,,
1575,18,Mar-06,Mar,2006,455,2,Dec-04,"623,110",0.00,0.15,0.02,,,0.00,,7,32,fish moved  from farm #9,"93,467","12,462",0,0
1576,18,Apr-06,Apr,2006,486,2,Dec-04,"621,791",3.67,0.02,0.00,0,,0.00,,8,32,,"12,436",0,0,0
1577,18,May-06,May,2006,516,2,Dec-04,"621,224",2.34,0.38,0.11,0,,1.67,,8,31,,"236,065","68,335","1,037,444","414,978"
1578,18,Jun-06,Jun,2006,547,2,Dec-04,"619,592",2.92,0.17,0.17,0,,0.00,,10,32,,"105,331","105,331",0,0
1579,18,Jul-06,Jul,2006,577,2,Dec-04,"616,000",0.48,2.28,0.97,0,,1.45,,10,,,"1,404,480","597,520","893,200","357,280"
1580,18,Aug-06,Aug,2006,608,2,Dec-04,"486,181",6.67,4.48,2.22,0,,1.03,,10,32,,"2,179,711","1,077,701","502,387","200,955"
1581,18,Sep-06,Sep,2006,639,2,Dec-04,"419,199",18.13,4.83,2.42,0,,0.18,,9,31,,"2,024,731","1,014,462","75,456","30,182"
1582,18,Oct-06,Oct,2006,669,2,Dec-04,"310,698",30.97,7.26,4.14,0,,0.81,,9,31,,"2,255,667","1,286,290","251,665","100,666"
1583,18,Nov-06,Nov,2006,700,2,Dec-04,"185,928",12.87,10.85,6.73,0,,0.43,,8,,,"2,017,319","1,251,915","80,569","32,228"
1584,18,Dec-06,Dec,2006,730,3,Dec-04,"132,890",28.83,18.72,11.28,,,0.00,,7,32,,"2,487,701","1,498,999",0,0
1585,18,Jan-07,Jan,2007,761,3,Dec-04,"62,350",,,14,,h,0.20,,,,,,"872,900","12,470","4,988"
1586,18,Feb-07,Feb,2007,792,3,Dec-04,"53,220",,,18,,h,0.20,,,,,,"957,960","10,644","4,258"
1587,18,Mar-07,Mar,2007,820,3,Dec-04,"18,926",,,22,,h,0.20,,,,,,"416,372","3,785","1,514"
1588,18,Apr-07,Apr,2007,,,,,,,,,,,,,,Harvested out on April 4.  ,,,,
1589,18,May-07,May,2007,,,,,,,,,,,,,,,,,,
1590,18,Jun-07,Jun,2007,,,,,,,,,,,,,,,,,,
1591,18,Jul-07,Jul,2007,,,,,,,,,,,,,,,,,,
1592,18,Aug-07,Aug,2007,,,,,,,,,,,,,,Fish transferred in from farm #17,,,,
1593,18,Sep-07,Sep,2007,304,1,Nov-06,"555,524",0.10,0.10,0.00,,,0.00,,9,32,,"55,552",0,0,0
1594,18,Oct-07,Oct,2007,334,1,Nov-06,"555,091",0.92,0.28,0.20,0,,0.00,,9,,,"155,425","111,018",0,0
1595,18,Nov-07,Nov,2007,365,2,Nov-06,"554,390",1.32,1.70,0.57,0,,1.12,,8,,,"942,463","316,002","620,917","248,367"
1596,18,Dec-07,Dec,2007,395,2,Nov-06,"554,008",2.27,2.83,1.22,2,,1.02,,8,,,"1,567,843","675,890","565,088","226,035"
1597,18,Jan-08,Jan,2008,426,2,Nov-06,"553,541",0.48,2.48,0.95,0,,1.62,1,,,,"1,372,782","525,864","896,736","358,695"
1598,18,Feb-08,Feb,2008,457,2,Nov-06,"553,456",0.15,0.65,0.3,0,,0,,,,,"359,746","166,037",0,0
1599,18,Mar-08,Mar,2008,486,2,Nov-06,"553,271",0,0.15,0.05,0,,0,,,,,"82,991","27,664",0,0
1600,18,Apr-08,Apr,2008,517,2,Nov-06,"552,733",0.23,0.17,0.02,0,,0.00,,,,,"93,965","11,055",0,0
1601,18,May-08,May,2008,547,2,Nov-06,"552,603",0.33,0.05,0.02,0,,0.00,,,,,"27,630","11,052",0,0
1602,18,Jun-08,Jun,2008,578,2,Nov-06,"543,560",0.32,0.13,0.00,0,,0.17,,,,,"70,663",0,"92,405","36,962"
1603,18,Jul-08,Jul,2008,608,2,Nov-06,"543,000",0.10,0.13,0.05,0,,0.07,,,,,"70,590","27,150","38,010","15,204"
1604,18,Aug-08,Aug,2008,639,2,Nov-06,"542,000",1.28,0.55,0.12,0,,0.02,,,,,"298,100","65,040","10,840","4,336"
1605,18,Sep-08,Sep,2008,670,2,Nov-06,"541,000",1.23,0.71,0.14,0,,0.08,,,,,"384,110","75,740","43,280","17,312"
1606,18,Oct-08,Oct,2008,700,2,Nov-06,"538,000",3.13,1.70,0.72,0,,0.28,,,,,"914,600","387,360","150,640","60,256"
1607,18,Nov-08,Nov,2008,731,3,Nov-06,"538,000",8.30,4.28,1.81,0,,0.78,,,,,"2,302,640","973,780","419,640","167,856"
1608,18,Dec-08,Dec,2008,761,3,Nov-06,"500,000",2.85,5.09,2.24,2,,0.84,1,,,,"2,545,833","1,120,833","420,833","168,333"
1609,18,Jan-09,Jan,2009,762,3,Dec-06,"340,161",1.00,2.17,1.23,0,,0.23,,,,,"737,016","419,532","79,371","31,748"
1610,18,Feb-09,Feb,2009,793,3,Dec-06,"247,882",1.03,1.73,1.11,,,0.09,,,,,"429,662","274,736","22,723","9,089"
1611,18,Mar-09,Mar,2009,,,,"2,124",,,1.40,,h,0.10,,,,"harvest; inventory March1 = 247,549, empty by March 21",,"2,974",212,85
1612,18,Apr-09,Apr,2009,,,,,,,,,,,,,,,,,,
1613,18,May-09,May,2009,,,,,,,,,,,,,,,,,,
1614,18,Jun-09,Jun,2009,,,,,,,,,,,,,,,,,,
1615,18,Jul-09,Jul,2009,,,Oct-08,,,,,,,,,,,,,,,
1616,18,Aug-09,Aug,2009,,,Oct-08,,,,,,,,,,,,,,,
1617,18,Sep-09,Sep,2009,,,Oct-08,,,,,,,,,,,,,,,
1618,18,Oct-09,Oct,2009,358,1,Oct-08,"428,988",5.72,2.17,0.77,,,0.43,,,,fish from farm #17,"930,904","330,321","184,465","73,786"
1619,18,Nov-09,Nov,2009,389,2,Oct-08,"428,940",7.02,3.18,1.18,2,,3.13,1,,,,"1,365,316","507,436","1,343,869","537,548"
1620,18,Dec-09,Dec,2009,419,2,Oct-08,"428,686",0.07,0.27,0.10,,,0.03,,,,,"115,745","42,869","12,861","5,144"
1621,19,Jan-00,Jan,2000,,,,,,,,,,,,,,,,,,
1622,19,Feb-00,Feb,2000,,,,,,,,,,,,,,,,,,
1623,19,Mar-00,Mar,2000,,,,,,,,,,,,,,,,,,
1624,19,Apr-00,Apr,2000,,,,,,,,,,,,,,,,,,
1625,19,May-00,May,2000,,,,,,,,,,,,,,,,,,
1626,19,Jun-00,Jun,2000,,,,,,,,,,,,,,,,,,
1627,19,Jul-00,Jul,2000,,,,,,,,,,,,,,,,,,
1628,19,Aug-00,Aug,2000,,,,,,,,,,,,,,,,,,
1629,19,Sep-00,Sep,2000,,,,,,,,,,,,,,,,,,
1630,19,Oct-00,Oct,2000,,,,,,,,,,,,,,,,,,
1631,19,Nov-00,Nov,2000,,,,,,,,,,,,,,,,,,
1632,19,Dec-00,Dec,2000,,,,,,,,,,,,,,,,,,
1633,19,Jan-01,Jan,2001,,,,,,,,,,,,,,,,,,
1634,19,Feb-01,Feb,2001,,,,,,,,,,,,,,,,,,
1635,19,Mar-01,Mar,2001,,,,,,,,,,,,,,,,,,
1636,19,Apr-01,Apr,2001,,,,,,,,,,,,,,,,,,
1637,19,May-01,May,2001,792,3,Mar-99,"17,706",,,,,,,,,,,,,,
1638,19,Jun-01,Jun,2001,823,3,Mar-99,"17,485",,,,,,,,8.8,,,,,,
1639,19,Jul-01,Jul,2001,853,3,Mar-99,"7,367",,,,,,,,,,,,,,
1640,19,Aug-01,Aug,2001,884,3,Mar-99,"7,327",,,,,,,,9.3,,,,,,
1641,19,Sep-01,Sep,2001,915,3,Mar-99,"7,472",,,,,,,,9.3,,,,,,
1642,19,Oct-01,Oct,2001,945,3,Mar-99,"7,404",,,,,,,,8.9,,,,,,
1643,19,Nov-01,Nov,2001,976,3,Mar-99,"6,694",,,,,,,,8.3,,,,,,
1644,19,Dec-01,Dec,2001,1006,3,Mar-99,"6,416",,,,,,,,7.6,,,,,,
1645,19,Jan-02,Jan,2002,?,2,mix of 99 and 00,"19,880",,,,,,,,7.3,,,,,,
1646,19,Feb-02,Feb,2002,?,2,mix of 99 and 00,"19,782",,,,,,,,7.1,,,,,,
1647,19,Mar-02,Mar,2002,?,2,mix of 99 and 00,"19,746",,,,,,,,6.9,,,,,,
1648,19,Apr-02,Apr,2002,?,2,mix of 99 and 00,"19,705",,,,,,,,7.5,,,,,,
1649,19,May-02,May,2002,?,2,mix of 99 and 00,"19,665",,,,,,,,8.1,,,,,,
1650,19,Jun-02,Jun,2002,?,2,mix of 99 and 00,"19,890",,,,,,,,8.8,,,,,,
1651,19,Jul-02,Jul,2002,?,2,mix of 99 and 00,"7,386",,,,,,,,9.2,,,,,,
1652,19,Aug-02,Aug,2002,?,2,mix of 99 and 00,"5,527",,,,,,,,9.3,,,,,,
1653,19,Sep-02,Sep,2002,?,2,mix of 99 and 00,"5,300",,,,,,,,,,,,,,
1654,19,Oct-02,Oct,2002,?,2,mix of 99 and 00,"5,098",,,,,,,,,,,,,,
1655,19,Nov-02,Nov,2002,?,2,mix of 99 and 00,"4,411",,,,,,,,8.3,,,,,,
1656,19,Dec-02,Dec,2002,?,2,mix of 99 and 00,"4,322",,,,,,,,8.1,,,,,,
1657,19,Jan-03,Jan,2003,1036,2,Mar-00,"1,550",,,4.4,,o,0.15,,7.6,,,,"6,820",233,93
1658,19,Feb-03,Feb,2003,?,2,mix of 00 and 01,"26,406",29,16.4,8.8,,,0.3,,,,Transferred from farm #18 and farm #13,"433,058","232,373","7,922","3,169"
1659,19,Mar-03,Mar,2003,?,2,Brood,"26,322",22.30,8.50,4.30,2,,0.00,1,7.5,32,,"223,737","113,185",0,0
1660,19,Apr-03,Apr,2003,?,2,Brood,"29,904",0.10,2.03,1.03,0,,1.50,,9.33,32,,"60,705","30,801","44,856","17,942"
1661,19,May-03,May,2003,?,2,Brood,"29,870",0.35,0.90,0.60,2,,1.55,,9.3,32,,"26,883","17,922","46,299","18,519"
1662,19,Jun-03,Jun,2003,?,2,Brood,"29,626",0.45,1.20,0.85,1,,1.45,,9.8,32,,"35,551","25,182","42,958","17,183"
1663,19,Jul-03,Jul,2003,?,2,Brood,"30,000",0.15,0.30,0.10,0,,1.20,,10.2,32,,"9,000","3,000","36,000","14,400"
1664,19,Aug-03,Aug,2003,?,2,Brood,"6,500",0.40,0.50,0.20,,,2.30,,10,32,,"3,250","1,300","14,950","5,980"
1665,19,Sep-03,Sep,2003,?,2,Brood,"6,000",,9.79,3.05,,1,7.07,,9.5,32,,"58,740","18,300","42,390","16,956"
1666,19,Oct-03,Oct,2003,?,2,Brood,"6,000",4.48,19.08,5.90,,,11.83,,8.9,32,,"114,480","35,400","70,980","28,392"
1667,19,Nov-03,Nov,2003,?,2,Brood,"5,500",0.43,3.47,0.67,1,,3.70,,8,32,,"19,085","3,685","20,350","8,140"
1668,19,Dec-03,Dec,2003,?,2,Brood,"3,000",1.57,8.07,2.30,0,,15.53,,7.6,32,,"24,210","6,900","46,590","18,636"
1669,19,Jan-04,Jan,2004,?,2,Brood,"1,745",5.65,35.35,19.40,2,,28.90,0.5,7.3,32,Portion farm tx?,"61,686","33,853","50,431","20,172"
1670,19,Feb-04,Feb,2004,?,2,Brood,"38,000",0.00,10.80,6.50,0,,0.50,0.5,7.3,32,Portion farm tx?,"410,400","247,000","19,000","7,600"
1671,19,Mar-04,Mar,2004,?,2,Brood,"37,831",0.10,0.80,0.40,0,,0.40,,7.55,32,,"30,265","15,132","15,132","6,053"
1672,19,Apr-04,Apr,2004,?,2,Brood,"37,283",0.00,0.09,0.07,2,,0.05,,8.3,32,,"3,355","2,610","1,864",746
1673,19,May-04,May,2004,?,2,Brood,"37,253",0.20,0.45,0.20,1,,0.10,,8.95,32,,"16,764","7,451","3,725","1,490"
1674,19,Jun-04,Jun,2004,?,2,Brood,"15,803",0.30,0.55,0.05,0,,0.00,,9.4,32,,"8,692",790,0,0
1675,19,Jul-04,Jul,2004,?,2,Brood,"5,669",0.80,1.50,0.50,1,,0.00,,9.8,32,,"8,504","2,835",0,0
1676,19,Aug-04,Aug,2004,?,2,Brood,"5,000",0.47,0.80,0.20,1,,0.00,,10.1,32,,"4,000","1,000",0,0
1677,19,Sep-04,Sep,2004,?,2,Brood,"4,000",0.60,2.20,1.00,0,,0.10,,9.5,31.5,,"8,800","4,000",400,160
1678,19,Oct-04,Oct,2004,?,2,Brood,"3,000",0.00,9.45,5.70,0,,2.95,,9.1,31.8,,"28,350","17,100","8,850","3,540"
1679,19,Nov-04,Nov,2004,?,2,Brood,"2,000",3.30,7.07,4.13,0,,0.00,,8.5,32,,"14,140","8,260",0,0
1680,19,Dec-04,Dec,2004,?,2,Brood,"1,000",0.73,3.15,1.80,1,,0.00,,8,32,,"3,150","1,800",0,0
1681,19,Jan-05,Jan,2005,?,2,Brood,"1,000",1.85,20.70,14.90,,,0.60,1,8,32,,"20,700","14,900",600,240
1682,19,Feb-05,Feb,2005,?,2,,,,,,,,,,,,,,,,
1683,19,Mar-05,Mar,2005,?,2,Brood,"26,728",0.00,3.85,3.35,,,0.00,,7.5,32,,"102,903","89,539",0,0
1684,19,Apr-05,Apr,2005,?,2,Brood,"20,000",,1.99,1.70,,1,0.00,,,,,"39,800","34,000",0,0
1685,19,May-05,May,2005,?,2,Brood,"10,140",0.10,0.13,0.05,,,0.00,,9,32,,"1,318",507,0,0
1686,19,Jun-05,Jun,2005,?,2,Brood,"20,000",,0.40,0.10,,1,0.01,,,,,"8,000","2,000",200,80
1687,19,Jul-05,Jul,2005,?,2,Brood,"20,000",0.88,0.67,0.15,,,0.02,,10,32,,"13,400","3,000",400,160
1688,19,Aug-05,Aug,2005,?,2,Brood,"20,000",2.45,4.55,0.80,2,,0.10,1,10,32,,"91,000","16,000","2,000",800
1689,19,Sep-05,Sep,2005,?,2,Brood,"20,000",0.15,0.10,0.00,,,0.00,,10,32,,"2,000",0,0,0
1690,19,Oct-05,Oct,2005,?,2,Brood,"20,000",,1.18,0.00,,1,0.83,,,,,"23,500",0,"16,500","6,600"
1691,19,Nov-05,Nov,2005,?,2,Brood,"20,000",19.00,2.25,0.00,,,1.65,,8,32,,"45,000",0,"33,000","13,200"
1692,19,Dec-05,Dec,2005,?,2,Brood,"20,000",,8.42,1.75,,1,2.45,,,,,"168,300","35,000","49,000","19,600"
1693,19,Jan-06,Jan,2006,?,2,Brood,"20,000",28.92,14.58,3.50,,,3.25,1,8,32,,"291,600","70,000","65,000","26,000"
1694,19,Feb-06,Feb,2006,?,2,Brood,"20,000",,9.24,2.93,,1,1.63,,,,,"184,800","58,500","32,500","13,000"
1695,19,Mar-06,Mar,2006,?,2,Brood,"28,371",0.55,3.90,2.35,,,0.00,,7,32,,"110,647","66,672",0,0
1696,19,Apr-06,Apr,2006,?,2,Brood,"27,948",0.00,0.15,0.05,0,,0.00,,8,32,,"4,192","1,397",0,0
1697,19,May-06,May,2006,?,2,Brood,"22,049",0.33,0.03,0.03,,,0.00,,9,32,,661,661,0,0
1698,19,Jun-06,Jun,2006,?,2,Brood,"20,000",,,0.50,,2,0.20,,,,,,"10,000","4,000","1,600"
1699,19,Jul-06,Jul,2006,?,2,Brood,"20,000",,,1.00,,2,0.40,,,,,,"20,000","8,000","3,200"
1700,19,Aug-06,Aug,2006,?,2,Brood,"20,000",11.60,3.95,1.58,,,0.60,,10,32,,"79,000","31,500","12,000","4,800"
1701,19,Sep-06,Sep,2006,?,2,Brood,"20,000",,5.95,2.65,,1,2.87,,,,,"119,000","53,050","57,300","22,920"
1702,19,Oct-06,Oct,2006,?,2,Brood,"20,000",23.48,7.95,3.73,,,5.13,,,,,"159,000","74,600","102,600","41,040"
1703,19,Nov-06,Nov,2006,?,2,Brood,"20,000",,9.28,4.98,,1,2.58,,,,,"185,500","99,600","51,600","20,640"
1704,19,Dec-06,Dec,2006,?,2,Brood,"20,000",32.50,10.60,6.23,,,0.03,,7,32,,"212,000","124,600",600,240
1705,19,Jan-07,Jan,2007,,,Brood,"3,066",,12.00,7.50,,1,0.04,1,,,,"36,792","22,995",123,49
1706,19,Feb-07,Feb,2007,,,Brood,"13,983",0.15,3.40,2.45,,,0.05,,7,32,transferred from farm #18 and farm #22 ,"47,542","34,258",699,280
1707,19,Mar-07,Mar,2007,,,Brood,"14,179",0.45,0.55,0.20,0,,0.45,,7,32,,"7,798","2,836","6,381","2,552"
1708,19,Apr-07,Apr,2007,,,Brood,"14,136",0.80,0.00,0.00,,,0.10,,8,32,,0,0,"1,414",565
1709,19,May-07,May,2007,,,Brood,"14,027",,,0.00,,2,0.60,,,,,,0,8416.20,"3,366"
1710,19,Jun-07,Jun,2007,,,Brood,"12,020",,,0.05,,2,1.20,,,,,,601,14424.00,"5,770"
1711,19,Jul-07,Jul,2007,,,Brood,"11,117",3.00,0.35,0.10,,,1.90,,9,32,,"3,891","1,112","21,122","8,449"
1712,19,Aug-07,Aug,2007,,,Brood,"10,140",,1.55,0.65,,1,1.00,,,,,"15,717","6,591","10,140","4,056"
1713,19,Sep-07,Sep,2007,,,Brood,"7,571",0.00,2.75,1.20,,,0.10,,9,32,,"20,820","9,085",757,303
1714,19,Oct-07,Oct,2007,,,Brood,"7,429",0.90,2.30,1.20,0,,0.00,,9,,,"17,087","8,915",0,0
1715,19,Nov-07,Nov,2007,,,Brood,"5,312",3.65,1.40,0.30,1,,0.25,,8,,,"7,437","1,594","1,328",531
1716,19,Dec-07,Dec,2007,,,Brood,"2,786",0.70,4.15,3.20,,,0.00,,7,,,"11,562","8,915",0,0
1717,19,Jan-08,Jan,2008,,,,,,,,,,,,,,,,,,
1718,19,Feb-08,Feb,2008,,,,,,,,,,,,,,,,,,
1719,19,Mar-08,Mar,2008,,,Brood,"35,800",2.15,4.4,3.1,,,0,1,,,,"157,520","110,980",0,0
1720,19,Apr-08,Apr,2008,,,Brood,"35,557",0.05,0.9,0.6,0,,0,,,,,"32,001","21,334",0,0
1721,19,May-08,May,2008,,,Brood,"35,411",0.83,0.20,0.03,0,,0.20,,,,,"7,082","1,062","7,082","2,833"
1722,19,Jun-08,Jun,2008,,,Brood,"30,188",0.13,0.27,0.02,0,,0.12,,,,,"8,151",604,"3,623","1,449"
1723,19,Jul-08,Jul,2008,,,Brood,"21,000",0.08,0.15,0.07,0,,0.03,,,,,"3,150","1,470",630,252
1724,19,Aug-08,Aug,2008,,,Brood,"20,000",0.68,0.13,0.00,0,,0.03,,,,,"2,600",0,600,240
1725,19,Sep-08,Sep,2008,,,Brood,"17,000",0.95,0.35,0.03,0,,0.08,,,,,"5,950",510,"1,360",544
1726,19,Oct-08,Oct,2008,,,Brood,"17,000",0.88,0.85,0.38,0,,0.00,,,,,"14,450","6,460",0,0
1727,19,Nov-08,Nov,2008,,,Brood,"16,000",7.55,2.15,1.23,,,1.25,,,,,"34,400","19,680","20,000","8,000"
1728,19,Dec-08,Dec,2008,,,Brood,"15,000",,3.45,2.08,,2,2.50,,,,,"51,750","31,200","37,500","15,000"
1729,19,Jan-09,Jan,2009,,,Brood,"23,147",,4.00,2.80,,2,3.50,1,,,,"92,588","64,812","81,015","32,406"
1730,19,Feb-09,Feb,2009,,,Brood,"28,173",0.15,0.53,0.10,,,0.00,,,,,"14,932","2,817",0,0
1731,19,Mar-09,Mar,2009,,,Brood,"17,554",0.00,0.00,0.00,0,,0.00,,,,,0,0,0,0
1732,19,Apr-09,Apr,2009,,,Brood,"17,526",0.12,0.15,0.04,0,,0.00,,,,,"2,629",701,0,0
1733,19,May-09,May,2009,,,Brood,"16,335",0.00,0.00,0.00,0,,0.00,,,,,0,0,0,0
